MeterPoint Code,Serial Number,Plant Code,Date/Time,Data Type,Data Value,Units,Status
214612653,214612653,ED021401463,07-09-2015 17:25,Phase Angle B,29.74,deg,
214612653,214612653,ED021401463,07-09-2015 17:30,Phase Angle B,26.11,deg,
214612653,214612653,ED021401463,07-09-2015 17:35,Phase Angle B,22.46,deg,
214612653,214612653,ED021401463,07-09-2015 17:40,Phase Angle B,24.82,deg,
214612653,214612653,ED021401463,07-09-2015 17:45,Phase Angle B,26.28,deg,
214612653,214612653,ED021401463,07-09-2015 17:50,Phase Angle B,25.89,deg,
214612653,214612653,ED021401463,07-09-2015 17:55,Phase Angle B,24.1,deg,
214612653,214612653,ED021401463,07-09-2015 18:00,Phase Angle B,23.12,deg,
214612653,214612653,ED021401463,07-09-2015 18:05,Phase Angle B,23.86,deg,
214612653,214612653,ED021401463,07-09-2015 18:10,Phase Angle B,23.23,deg,
214612653,214612653,ED021401463,07-09-2015 18:15,Phase Angle B,25.11,deg,
214612653,214612653,ED021401463,07-09-2015 18:20,Phase Angle B,25.83,deg,
214612653,214612653,ED021401463,07-09-2015 18:25,Phase Angle B,26.02,deg,
214612653,214612653,ED021401463,07-09-2015 18:30,Phase Angle B,24.33,deg,
214612653,214612653,ED021401463,07-09-2015 18:35,Phase Angle B,23.93,deg,
214612653,214612653,ED021401463,07-09-2015 18:40,Phase Angle B,23.37,deg,
214612653,214612653,ED021401463,07-09-2015 18:45,Phase Angle B,24.16,deg,
214612653,214612653,ED021401463,07-09-2015 18:50,Phase Angle B,25.99,deg,
214612653,214612653,ED021401463,07-09-2015 18:55,Phase Angle B,25.16,deg,
214612653,214612653,ED021401463,07-09-2015 19:00,Phase Angle B,25.41,deg,
214612653,214612653,ED021401463,07-09-2015 19:05,Phase Angle B,23.84,deg,
214612653,214612653,ED021401463,07-09-2015 19:10,Phase Angle B,24.91,deg,
214612653,214612653,ED021401463,07-09-2015 19:15,Phase Angle B,-0.96,deg,
214612653,214612653,ED021401463,07-09-2015 19:20,Phase Angle B,-5.64,deg,
214612653,214612653,ED021401463,07-09-2015 19:25,Phase Angle B,18.33,deg,
214612653,214612653,ED021401463,07-09-2015 19:30,Phase Angle B,19.3,deg,
214612653,214612653,ED021401463,07-09-2015 19:35,Phase Angle B,19.28,deg,
214612653,214612653,ED021401463,07-09-2015 19:40,Phase Angle B,3.59,deg,
214612653,214612653,ED021401463,07-09-2015 19:45,Phase Angle B,7.99,deg,
214612653,214612653,ED021401463,07-09-2015 19:50,Phase Angle B,10.45,deg,
214612653,214612653,ED021401463,07-09-2015 19:55,Phase Angle B,17.67,deg,
214612653,214612653,ED021401463,07-09-2015 20:00,Phase Angle B,18.04,deg,
214612653,214612653,ED021401463,07-09-2015 20:05,Phase Angle B,5.46,deg,
214612653,214612653,ED021401463,07-09-2015 20:10,Phase Angle B,17.29,deg,
214612653,214612653,ED021401463,07-09-2015 20:15,Phase Angle B,8.58,deg,
214612653,214612653,ED021401463,07-09-2015 20:20,Phase Angle B,1.6,deg,
214612653,214612653,ED021401463,07-09-2015 20:25,Phase Angle B,-2.18,deg,
214612653,214612653,ED021401463,07-09-2015 20:30,Phase Angle B,0.69,deg,
214612653,214612653,ED021401463,07-09-2015 20:35,Phase Angle B,19.22,deg,
214612653,214612653,ED021401463,07-09-2015 20:40,Phase Angle B,19.8,deg,
214612653,214612653,ED021401463,07-09-2015 20:45,Phase Angle B,20.03,deg,
214612653,214612653,ED021401463,07-09-2015 20:50,Phase Angle B,-4.19,deg,
214612653,214612653,ED021401463,07-09-2015 20:55,Phase Angle B,-0.86,deg,
214612653,214612653,ED021401463,07-09-2015 21:00,Phase Angle B,10.47,deg,
214612653,214612653,ED021401463,07-09-2015 21:05,Phase Angle B,4.01,deg,
214612653,214612653,ED021401463,07-09-2015 21:10,Phase Angle B,13.1,deg,
214612653,214612653,ED021401463,07-09-2015 21:15,Phase Angle B,6.5,deg,
214612653,214612653,ED021401463,07-09-2015 21:20,Phase Angle B,7.77,deg,
214612653,214612653,ED021401463,07-09-2015 21:25,Phase Angle B,-10.39,deg,
214612653,214612653,ED021401463,07-09-2015 21:30,Phase Angle B,-10.99,deg,
214612653,214612653,ED021401463,07-09-2015 21:35,Phase Angle B,-12.05,deg,
214612653,214612653,ED021401463,07-09-2015 21:40,Phase Angle B,-2.66,deg,
214612653,214612653,ED021401463,07-09-2015 21:45,Phase Angle B,14.8,deg,
214612653,214612653,ED021401463,07-09-2015 21:50,Phase Angle B,15.1,deg,
214612653,214612653,ED021401463,07-09-2015 21:55,Phase Angle B,9.23,deg,
214612653,214612653,ED021401463,07-09-2015 22:00,Phase Angle B,-11.84,deg,
214612653,214612653,ED021401463,07-09-2015 14:15,Phase Angle C,38.77,deg,PL II
214612653,214612653,ED021401463,07-09-2015 14:20,Phase Angle C,23.71,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:25,Phase Angle C,19.39,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:30,Phase Angle C,13.81,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:35,Phase Angle C,18.53,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:40,Phase Angle C,16.16,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:45,Phase Angle C,13.51,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:50,Phase Angle C,22.34,deg,
214612653,214612653,ED021401463,07-09-2015 14:55,Phase Angle C,22.57,deg,
214612653,214612653,ED021401463,07-09-2015 15:00,Phase Angle C,13.59,deg,
214612653,214612653,ED021401463,07-09-2015 15:05,Phase Angle C,19.7,deg,
214612653,214612653,ED021401463,07-09-2015 15:10,Phase Angle C,20.17,deg,
214612653,214612653,ED021401463,07-09-2015 15:15,Phase Angle C,17.44,deg,
214612653,214612653,ED021401463,07-09-2015 15:20,Phase Angle C,17.24,deg,
214612653,214612653,ED021401463,07-09-2015 15:25,Phase Angle C,21.2,deg,
214612653,214612653,ED021401463,07-09-2015 15:30,Phase Angle C,22.23,deg,
214612653,214612653,ED021401463,07-09-2015 15:35,Phase Angle C,15.24,deg,
214612653,214612653,ED021401463,07-09-2015 15:40,Phase Angle C,19.52,deg,
214612653,214612653,ED021401463,07-09-2015 15:45,Phase Angle C,22.2,deg,
214612653,214612653,ED021401463,07-09-2015 15:50,Phase Angle C,16.34,deg,
214612653,214612653,ED021401463,07-09-2015 15:55,Phase Angle C,18.61,deg,
214612653,214612653,ED021401463,07-09-2015 16:00,Phase Angle C,22.62,deg,
214612653,214612653,ED021401463,07-09-2015 16:05,Phase Angle C,23.57,deg,
214612653,214612653,ED021401463,07-09-2015 16:10,Phase Angle C,12.28,deg,
214612653,214612653,ED021401463,07-09-2015 16:15,Phase Angle C,22.58,deg,
214612653,214612653,ED021401463,07-09-2015 16:20,Phase Angle C,22.59,deg,
214612653,214612653,ED021401463,07-09-2015 16:25,Phase Angle C,19.02,deg,
214612653,214612653,ED021401463,07-09-2015 16:30,Phase Angle C,16.29,deg,
214612653,214612653,ED021401463,07-09-2015 16:35,Phase Angle C,20.36,deg,
214612653,214612653,ED021401463,07-09-2015 16:40,Phase Angle C,22.27,deg,
214612653,214612653,ED021401463,07-09-2015 16:45,Phase Angle C,17.02,deg,
214612653,214612653,ED021401463,07-09-2015 16:50,Phase Angle C,22.13,deg,
214612653,214612653,ED021401463,07-09-2015 16:55,Phase Angle C,17.35,deg,
214612653,214612653,ED021401463,07-09-2015 17:00,Phase Angle C,15.26,deg,
214612653,214612653,ED021401463,07-09-2015 17:05,Phase Angle C,15.38,deg,
214612653,214612653,ED021401463,07-09-2015 17:10,Phase Angle C,23.96,deg,
214612653,214612653,ED021401463,07-09-2015 17:15,Phase Angle C,12.84,deg,
214612653,214612653,ED021401463,07-09-2015 17:20,Phase Angle C,13.02,deg,
214612653,214612653,ED021401463,07-09-2015 17:25,Phase Angle C,21.43,deg,
214612653,214612653,ED021401463,07-09-2015 17:30,Phase Angle C,17.27,deg,
214612653,214612653,ED021401463,07-09-2015 17:35,Phase Angle C,11.83,deg,
214612653,214612653,ED021401463,07-09-2015 17:40,Phase Angle C,6.97,deg,
214612653,214612653,ED021401463,07-09-2015 17:45,Phase Angle C,6.75,deg,
214612653,214612653,ED021401463,07-09-2015 17:50,Phase Angle C,6.51,deg,
214612653,214612653,ED021401463,07-09-2015 17:55,Phase Angle C,6.89,deg,
214612653,214612653,ED021401463,07-09-2015 18:00,Phase Angle C,7.78,deg,
214612653,214612653,ED021401463,07-09-2015 18:05,Phase Angle C,9.04,deg,
214612653,214612653,ED021401463,07-09-2015 18:10,Phase Angle C,7.61,deg,
214612653,214612653,ED021401463,07-09-2015 18:15,Phase Angle C,7.64,deg,
214612653,214612653,ED021401463,07-09-2015 18:20,Phase Angle C,9.58,deg,
214612653,214612653,ED021401463,07-09-2015 18:25,Phase Angle C,9.26,deg,
214612653,214612653,ED021401463,07-09-2015 18:30,Phase Angle C,5.55,deg,
214612653,214612653,ED021401463,07-09-2015 18:35,Phase Angle C,5.42,deg,
214612653,214612653,ED021401463,07-09-2015 18:40,Phase Angle C,5.28,deg,
214612653,214612653,ED021401463,07-09-2015 18:45,Phase Angle C,4.36,deg,
214612653,214612653,ED021401463,07-09-2015 18:50,Phase Angle C,3.89,deg,
214612653,214612653,ED021401463,07-09-2015 18:55,Phase Angle C,3.94,deg,
214612653,214612653,ED021401463,07-09-2015 19:00,Phase Angle C,3.91,deg,
214612653,214612653,ED021401463,07-09-2015 19:05,Phase Angle C,5.05,deg,
214612653,214612653,ED021401463,07-09-2015 19:10,Phase Angle C,-1.08,deg,
214612653,214612653,ED021401463,07-09-2015 19:15,Phase Angle C,-5.63,deg,
214612653,214612653,ED021401463,07-09-2015 19:20,Phase Angle C,-6.43,deg,
214612653,214612653,ED021401463,07-09-2015 19:25,Phase Angle C,-8.8,deg,
214612653,214612653,ED021401463,07-09-2015 19:30,Phase Angle C,-8.87,deg,
214612653,214612653,ED021401463,07-09-2015 19:35,Phase Angle C,-8.81,deg,
214612653,214612653,ED021401463,07-09-2015 19:40,Phase Angle C,-8.85,deg,
214612653,214612653,ED021401463,07-09-2015 19:45,Phase Angle C,-6.17,deg,
214612653,214612653,ED021401463,07-09-2015 19:50,Phase Angle C,-6.06,deg,
214612653,214612653,ED021401463,07-09-2015 19:55,Phase Angle C,-6.1,deg,
214612653,214612653,ED021401463,07-09-2015 20:00,Phase Angle C,-7.95,deg,
214612653,214612653,ED021401463,07-09-2015 20:05,Phase Angle C,-8.81,deg,
214612653,214612653,ED021401463,07-09-2015 20:10,Phase Angle C,-8.77,deg,
214612653,214612653,ED021401463,07-09-2015 20:15,Phase Angle C,-8.73,deg,
214612653,214612653,ED021401463,07-09-2015 20:20,Phase Angle C,-6.89,deg,
214612653,214612653,ED021401463,07-09-2015 20:25,Phase Angle C,-5.93,deg,
214612653,214612653,ED021401463,07-09-2015 20:30,Phase Angle C,-5.9,deg,
214612653,214612653,ED021401463,07-09-2015 20:35,Phase Angle C,-6.55,deg,
214612653,214612653,ED021401463,07-09-2015 20:40,Phase Angle C,-8.7,deg,
214612653,214612653,ED021401463,07-09-2015 20:45,Phase Angle C,-8.64,deg,
214612653,214612653,ED021401463,07-09-2015 20:50,Phase Angle C,-8.22,deg,
214612653,214612653,ED021401463,07-09-2015 20:55,Phase Angle C,-7.9,deg,
214612653,214612653,ED021401463,07-09-2015 21:00,Phase Angle C,-5.67,deg,
214612653,214612653,ED021401463,07-09-2015 21:05,Phase Angle C,-4.91,deg,
214612653,214612653,ED021401463,07-09-2015 21:10,Phase Angle C,-0.68,deg,
214612653,214612653,ED021401463,07-09-2015 21:15,Phase Angle C,-3.26,deg,
214612653,214612653,ED021401463,07-09-2015 21:20,Phase Angle C,-3.42,deg,
214612653,214612653,ED021401463,07-09-2015 21:25,Phase Angle C,-3.43,deg,
214612653,214612653,ED021401463,07-09-2015 21:30,Phase Angle C,-3.72,deg,
214612653,214612653,ED021401463,07-09-2015 21:35,Phase Angle C,-3.2,deg,
214612653,214612653,ED021401463,07-09-2015 21:40,Phase Angle C,-3.67,deg,
214612653,214612653,ED021401463,07-09-2015 21:45,Phase Angle C,-4.16,deg,
214612653,214612653,ED021401463,07-09-2015 21:50,Phase Angle C,-4.08,deg,
214612653,214612653,ED021401463,07-09-2015 21:55,Phase Angle C,-0.34,deg,
214612653,214612653,ED021401463,07-09-2015 22:00,Phase Angle C,0.42,deg,
214612653,214612653,ED021401463,07-09-2015 14:15,Phase Angle A,19.86,deg,PL II
214612653,214612653,ED021401463,07-09-2015 14:20,Phase Angle A,29.78,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:25,Phase Angle A,26.14,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:30,Phase Angle A,24.05,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:35,Phase Angle A,28.95,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:40,Phase Angle A,26.38,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:45,Phase Angle A,22.25,deg,GN
214612653,214612653,ED021401463,07-09-2015 14:50,Phase Angle A,29.93,deg,
214612653,214612653,ED021401463,07-09-2015 14:55,Phase Angle A,30.2,deg,
214612653,214612653,ED021401463,07-09-2015 15:00,Phase Angle A,21.79,deg,
214612653,214612653,ED021401463,07-09-2015 15:05,Phase Angle A,26.83,deg,
214612653,214612653,ED021401463,07-09-2015 15:10,Phase Angle A,27.55,deg,
214612653,214612653,ED021401463,07-09-2015 15:15,Phase Angle A,24.19,deg,
214612653,214612653,ED021401463,07-09-2015 15:20,Phase Angle A,24.95,deg,
214612653,214612653,ED021401463,07-09-2015 15:25,Phase Angle A,28.36,deg,
214612653,214612653,ED021401463,07-09-2015 15:30,Phase Angle A,30.18,deg,
214612653,214612653,ED021401463,07-09-2015 15:35,Phase Angle A,23.65,deg,
214612653,214612653,ED021401463,07-09-2015 15:40,Phase Angle A,28.3,deg,
214612653,214612653,ED021401463,07-09-2015 15:45,Phase Angle A,30.75,deg,
214612653,214612653,ED021401463,07-09-2015 15:50,Phase Angle A,19.91,deg,
214612653,214612653,ED021401463,07-09-2015 15:55,Phase Angle A,20.1,deg,
214612653,214612653,ED021401463,07-09-2015 16:00,Phase Angle A,28.76,deg,
214612653,214612653,ED021401463,07-09-2015 16:05,Phase Angle A,29.1,deg,
214612653,214612653,ED021401463,07-09-2015 16:10,Phase Angle A,19.51,deg,
214612653,214612653,ED021401463,07-09-2015 16:15,Phase Angle A,29.09,deg,
214612653,214612653,ED021401463,07-09-2015 16:20,Phase Angle A,29.26,deg,
214612653,214612653,ED021401463,07-09-2015 16:25,Phase Angle A,26.07,deg,
214612653,214612653,ED021401463,07-09-2015 16:30,Phase Angle A,24.53,deg,
214612653,214612653,ED021401463,07-09-2015 16:35,Phase Angle A,29.82,deg,
214612653,214612653,ED021401463,07-09-2015 16:40,Phase Angle A,29.94,deg,
214612653,214612653,ED021401463,07-09-2015 16:45,Phase Angle A,24.85,deg,
214612653,214612653,ED021401463,07-09-2015 16:50,Phase Angle A,29.41,deg,
214612653,214612653,ED021401463,07-09-2015 16:55,Phase Angle A,25.28,deg,
214612653,214612653,ED021401463,07-09-2015 17:00,Phase Angle A,22.5,deg,
214612653,214612653,ED021401463,07-09-2015 17:05,Phase Angle A,21.94,deg,
214612653,214612653,ED021401463,07-09-2015 17:10,Phase Angle A,27.78,deg,
214612653,214612653,ED021401463,07-09-2015 17:15,Phase Angle A,20.8,deg,
214612653,214612653,ED021401463,07-09-2015 17:20,Phase Angle A,19.75,deg,
214612653,214612653,ED021401463,07-09-2015 17:25,Phase Angle A,25.59,deg,
214612653,214612653,ED021401463,07-09-2015 17:30,Phase Angle A,23.68,deg,
214612653,214612653,ED021401463,07-09-2015 17:35,Phase Angle A,21.2,deg,
214612653,214612653,ED021401463,07-09-2015 17:40,Phase Angle A,21.41,deg,
214612653,214612653,ED021401463,07-09-2015 17:45,Phase Angle A,21.52,deg,
214612653,214612653,ED021401463,07-09-2015 17:50,Phase Angle A,21.5,deg,
214612653,214612653,ED021401463,07-09-2015 17:55,Phase Angle A,20.87,deg,
214612653,214612653,ED021401463,07-09-2015 18:00,Phase Angle A,20.96,deg,
214612653,214612653,ED021401463,07-09-2015 18:05,Phase Angle A,20.99,deg,
214612653,214612653,ED021401463,07-09-2015 18:10,Phase Angle A,20.32,deg,
214612653,214612653,ED021401463,07-09-2015 18:15,Phase Angle A,20.87,deg,
214612653,214612653,ED021401463,07-09-2015 18:20,Phase Angle A,21.21,deg,
214612653,214612653,ED021401463,07-09-2015 18:25,Phase Angle A,21.37,deg,
214612653,214612653,ED021401463,07-09-2015 18:30,Phase Angle A,21.98,deg,
214612653,214612653,ED021401463,07-09-2015 18:35,Phase Angle A,22.46,deg,
214612653,214612653,ED021401463,07-09-2015 18:40,Phase Angle A,22.58,deg,
214612653,214612653,ED021401463,07-09-2015 18:45,Phase Angle A,22.86,deg,
214612653,214612653,ED021401463,07-09-2015 18:50,Phase Angle A,22.81,deg,
214612653,214612653,ED021401463,07-09-2015 18:55,Phase Angle A,22.87,deg,
214612653,214612653,ED021401463,07-09-2015 19:00,Phase Angle A,22.63,deg,
214612653,214612653,ED021401463,07-09-2015 19:05,Phase Angle A,22.07,deg,
214612653,214612653,ED021401463,07-09-2015 19:10,Phase Angle A,16.78,deg,
214612653,214612653,ED021401463,07-09-2015 19:15,Phase Angle A,-11.43,deg,
214612653,214612653,ED021401463,07-09-2015 19:20,Phase Angle A,-15.52,deg,
214612653,214612653,ED021401463,07-09-2015 19:25,Phase Angle A,-16.09,deg,
214612653,214612653,ED021401463,07-09-2015 19:30,Phase Angle A,-18.38,deg,
214612653,214612653,ED021401463,07-09-2015 19:35,Phase Angle A,-19.18,deg,
214612653,214612653,ED021401463,07-09-2015 19:40,Phase Angle A,-21.04,deg,
214612653,214612653,ED021401463,07-09-2015 19:45,Phase Angle A,-21.88,deg,
214612653,214612653,ED021401463,07-09-2015 19:50,Phase Angle A,-21.32,deg,
214612653,214612653,ED021401463,07-09-2015 19:55,Phase Angle A,-21.34,deg,
214612653,214612653,ED021401463,07-09-2015 20:00,Phase Angle A,-19.01,deg,
214612653,214612653,ED021401463,07-09-2015 20:05,Phase Angle A,-17.07,deg,
214612653,214612653,ED021401463,07-09-2015 20:10,Phase Angle A,-16.14,deg,
214612653,214612653,ED021401463,07-09-2015 20:15,Phase Angle A,-16.11,deg,
214612653,214612653,ED021401463,07-09-2015 20:20,Phase Angle A,-16.17,deg,
214612653,214612653,ED021401463,07-09-2015 20:25,Phase Angle A,-16.9,deg,
214612653,214612653,ED021401463,07-09-2015 20:30,Phase Angle A,-18.94,deg,
214612653,214612653,ED021401463,07-09-2015 20:35,Phase Angle A,-20,deg,
214612653,214612653,ED021401463,07-09-2015 20:40,Phase Angle A,-21.52,deg,
214612653,214612653,ED021401463,07-09-2015 20:45,Phase Angle A,-21.47,deg,
214612653,214612653,ED021401463,07-09-2015 20:50,Phase Angle A,-21.27,deg,
214612653,214612653,ED021401463,07-09-2015 20:55,Phase Angle A,-21.1,deg,
214612653,214612653,ED021401463,07-09-2015 21:00,Phase Angle A,-18.59,deg,
214612653,214612653,ED021401463,07-09-2015 21:05,Phase Angle A,-17.47,deg,
214612653,214612653,ED021401463,07-09-2015 21:10,Phase Angle A,-18.57,deg,
214612653,214612653,ED021401463,07-09-2015 21:15,Phase Angle A,-18.6,deg,
214612653,214612653,ED021401463,07-09-2015 21:20,Phase Angle A,-18.56,deg,
214612653,214612653,ED021401463,07-09-2015 21:25,Phase Angle A,-18.59,deg,
214612653,214612653,ED021401463,07-09-2015 21:30,Phase Angle A,-18.69,deg,
214612653,214612653,ED021401463,07-09-2015 21:35,Phase Angle A,-18.67,deg,
214612653,214612653,ED021401463,07-09-2015 21:40,Phase Angle A,-18.87,deg,
214612653,214612653,ED021401463,07-09-2015 21:45,Phase Angle A,-18.87,deg,
214612653,214612653,ED021401463,07-09-2015 21:50,Phase Angle A,-18.89,deg,
214612653,214612653,ED021401463,07-09-2015 21:55,Phase Angle A,-18.92,deg,
214612653,214612653,ED021401463,07-09-2015 22:00,Phase Angle A,-18.97,deg,
214612653,214612653,ED021401463,07-09-2015 14:15,Voltage Phase C Min,0,V,PL II
214612653,214612653,ED021401463,07-09-2015 14:20,Voltage Phase C Min,240.190002,V,GN
214612653,214612653,ED021401463,07-09-2015 14:25,Voltage Phase C Min,238.759995,V,GN
214612653,214612653,ED021401463,07-09-2015 14:30,Voltage Phase C Min,238.960007,V,GN
214612653,214612653,ED021401463,07-09-2015 14:35,Voltage Phase C Min,238.699997,V,GN
214612653,214612653,ED021401463,07-09-2015 14:40,Voltage Phase C Min,239.220001,V,GN
214612653,214612653,ED021401463,07-09-2015 14:45,Voltage Phase C Min,238.639999,V,GN
214612653,214612653,ED021401463,07-09-2015 14:50,Voltage Phase C Min,238.139999,V,
214612653,214612653,ED021401463,07-09-2015 14:55,Voltage Phase C Min,238.630005,V,
214612653,214612653,ED021401463,07-09-2015 15:00,Voltage Phase C Min,238.460007,V,
214612653,214612653,ED021401463,07-09-2015 15:05,Voltage Phase C Min,239.449997,V,
214612653,214612653,ED021401463,07-09-2015 15:10,Voltage Phase C Min,238.429993,V,
214612653,214612653,ED021401463,07-09-2015 15:15,Voltage Phase C Min,238.149994,V,
214612653,214612653,ED021401463,07-09-2015 15:20,Voltage Phase C Min,239.720001,V,
214612653,214612653,ED021401463,07-09-2015 15:25,Voltage Phase C Min,238.330002,V,
214612653,214612653,ED021401463,07-09-2015 15:30,Voltage Phase C Min,239.279999,V,
214612653,214612653,ED021401463,07-09-2015 15:35,Voltage Phase C Min,238.100006,V,
214612653,214612653,ED021401463,07-09-2015 15:40,Voltage Phase C Min,240.300003,V,
214612653,214612653,ED021401463,07-09-2015 15:45,Voltage Phase C Min,238.910004,V,
214612653,214612653,ED021401463,07-09-2015 15:50,Voltage Phase C Min,238.660004,V,
214612653,214612653,ED021401463,07-09-2015 15:55,Voltage Phase C Min,238.869995,V,
214612653,214612653,ED021401463,07-09-2015 16:00,Voltage Phase C Min,239.419998,V,
214612653,214612653,ED021401463,07-09-2015 16:05,Voltage Phase C Min,238.449997,V,
214612653,214612653,ED021401463,07-09-2015 16:10,Voltage Phase C Min,238.960007,V,
214612653,214612653,ED021401463,07-09-2015 16:15,Voltage Phase C Min,240.339996,V,
214612653,214612653,ED021401463,07-09-2015 16:20,Voltage Phase C Min,238.070007,V,
214612653,214612653,ED021401463,07-09-2015 16:25,Voltage Phase C Min,239.660004,V,
214612653,214612653,ED021401463,07-09-2015 16:30,Voltage Phase C Min,239.25,V,
214612653,214612653,ED021401463,07-09-2015 16:35,Voltage Phase C Min,239.669998,V,
214612653,214612653,ED021401463,07-09-2015 16:40,Voltage Phase C Min,238.559998,V,
214612653,214612653,ED021401463,07-09-2015 16:45,Voltage Phase C Min,241.25,V,
214612653,214612653,ED021401463,07-09-2015 16:50,Voltage Phase C Min,240.089996,V,
214612653,214612653,ED021401463,07-09-2015 16:55,Voltage Phase C Min,241.080002,V,
214612653,214612653,ED021401463,07-09-2015 17:00,Voltage Phase C Min,239.880005,V,
214612653,214612653,ED021401463,07-09-2015 17:05,Voltage Phase C Min,239.830002,V,
214612653,214612653,ED021401463,07-09-2015 17:10,Voltage Phase C Min,240.089996,V,
214612653,214612653,ED021401463,07-09-2015 17:15,Voltage Phase C Min,240.399994,V,
214612653,214612653,ED021401463,07-09-2015 17:20,Voltage Phase C Min,237.960007,V,
214612653,214612653,ED021401463,07-09-2015 17:25,Voltage Phase C Min,238.399994,V,
214612653,214612653,ED021401463,07-09-2015 17:30,Voltage Phase C Min,238.380005,V,
214612653,214612653,ED021401463,07-09-2015 17:35,Voltage Phase C Min,239.820007,V,
214612653,214612653,ED021401463,07-09-2015 17:40,Voltage Phase C Min,238.399994,V,
214612653,214612653,ED021401463,07-09-2015 17:45,Voltage Phase C Min,239.860001,V,
214612653,214612653,ED021401463,07-09-2015 17:50,Voltage Phase C Min,238.270004,V,
214612653,214612653,ED021401463,07-09-2015 17:55,Voltage Phase C Min,238.809998,V,
214612653,214612653,ED021401463,07-09-2015 18:00,Voltage Phase C Min,240.660004,V,
214612653,214612653,ED021401463,07-09-2015 18:05,Voltage Phase C Min,240.940002,V,
214612653,214612653,ED021401463,07-09-2015 18:10,Voltage Phase C Min,238.339996,V,
214612653,214612653,ED021401463,07-09-2015 18:15,Voltage Phase C Min,239.419998,V,
214612653,214612653,ED021401463,07-09-2015 18:20,Voltage Phase C Min,242.100006,V,
