MeterPoint Code,Serial Number,Plant Code,Date/Time,Data Type,Data Value,Units,Status
214612534,214612534,ED021401344,06-09-2015 20:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 20:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 20:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 21:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 21:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 21:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 21:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 22:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 22:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 22:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 22:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 23:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 23:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 23:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 23:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 00:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 00:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 00:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 00:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 01:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 01:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 01:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 01:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 02:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 02:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 02:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 02:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 03:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 03:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 03:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 03:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 04:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 04:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 04:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 04:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 05:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 05:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 05:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 05:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 06:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 06:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 06:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 06:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 07:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 07:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 07:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 07:45,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 08:00,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 08:15,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,07-09-2015 08:30,Import Wh Total,0,kwh,
214612534,214612534,ED021401344,06-09-2015 00:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 01:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 01:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 01:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 01:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 02:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 02:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 02:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 02:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 03:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 03:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 03:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 03:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 04:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 04:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 04:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 04:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 05:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 05:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 05:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 05:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 06:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 06:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 06:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 06:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 07:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 07:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 07:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 07:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 08:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 08:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 08:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 08:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 09:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 09:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 09:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 09:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 10:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 10:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 10:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 10:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 11:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 11:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 11:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 11:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 12:00,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 12:15,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 12:30,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 12:45,Import varh Total,0,kvarh,
214612534,214612534,ED021401344,06-09-2015 13:00,Import varh Total,0,kvarh,
